Title,Year,Inflation_Rank,Adj. Domestic Lifetime Gross,Est. Num Tickets,Worldwide Rank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Production Budget
Daredevil,,,,,,,,,,,"$80,000,000"
Dark City,,,,,,,,,,,"$27,000,000"
His Dark Materials: The Golden Compass,,,,,,,,,,,"$205,000,000"
Donnie Darko,,,,,,,,,,,"$4,500,000"
Dark Water,,,,,,,,,,,"$60,000,000"
Win a Date with Tad Hamilton!,,,,,,,,,,,"$24,000,000"
Date Movie,,,,,,,,,,,"$20,000,000"
Date Night,,,,,,,,,,,"$55,000,000"
Daybreakers,,,,,,,,,,,"$20,000,000"
The Great Debaters,,,,,,,,,,,"$15,000,000"
Double Jeopardy,,,,,,,,,,,"$40,000,000"
Der Baader Meinhof Komplex,,,,,,,,,,,"$19,700,000"
Deep Blue Sea,,,,,,,,,,,"$60,000,000"
Drive Me Crazy,,,,,,,,,,,"$8,000,000"
Dave Chappelle's Block Party,,,,,,,,,,,"$3,000,000"
Dancer in the Dark,,,,,,,,,,,"$12,500,000"
Diary of the Dead,,,,,,,,,,,"$2,750,000"
Dear John,,,,,,,,,,,"$25,000,000"
Dear Wendy,,,,,,,,,,,"$8,000,000"
D.E.B.S.,,,,,,,,,,,"$3,500,000"
Deconstructing Harry,,,,,,,,,,,"$20,000,000"
Mr. Deeds,,,,,,,,,,,"$50,000,000"
The Deep End of the Ocean,,,,,,,,,,,"$40,000,000"
Deep Rising,,,,,,,,,,,"$45,000,000"
"Definitely, Maybe",,,,,,,,,,,"$7,000,000"
Death at a Funeral,,,,,,,,,,,"$21,000,000"
Death at a Funeral,,,,,,,,,,,"$20,000,000"
DÈj‡ Vu,,,,,,,,,,,"$80,000,000"
Delgo,,,,,,,,,,,"$40,000,000"
Despicable Me,,,,,,,,,,,"$69,000,000"
Deuce Bigalow: European Gigolo,,,,,,,,,,,"$22,000,000"
Deuce Bigalow: Male Gigolo,,,,,,,,,,,"$18,000,000"
The Devil's Own,,,,,,,,,,,"$90,000,000"
Darkness Falls,,,,,,,,,,,"$7,000,000"
Defiance,,,,,,,,,,,"$50,000,000"
A Dog of Flanders,,,,,,,,,,,"$7,000,000"
Dragonfly,,,,,,,,,,,"$60,000,000"
The Dead Girl,,,,,,,,,,,"$3,300,000"
The Lords of Dogtown,,,,,,,,,,,"$25,000,000"
Dick,,,,,,,,,,,"$13,000,000"
Live Free or Die Hard,,,,,,,,,,,"$110,000,000"
Digimon: The Movie,,,,,,,,,,,"$5,000,000"
Dirty Work,,,,,,,,,,,"$13,000,000"
Banlieue 13,,,,,,,,,,,"$15,000,000"
Disaster Movie,,,,,,,,,,,"$20,000,000"
District 9,,,,,,,,,,,"$30,000,000"
Disturbing Behavior,,,,,,,,,,,"$15,000,000"
Le Scaphandre et le Papillon,,,,,,,,,,,"$14,000,000"
Dark Blue,,,,,,,,,,,"$15,000,000"
Dreaming of Joseph Lees,,,,,,,,,,,"$3,250,000"
De-Lovely,,,,,,,,,,,"$4,000,000"
Madea's Family Reunion,,,,,,,,,,,"$10,000,000"
Dead Man on Campus,,,,,,,,,,,"$14,000,000"
Drowning Mona,,,,,,,,,,,"$16,000,000"
Diamonds,,,,,,,,,,,"$11,900,000"
Doomsday,,,,,,,,,,,"$33,000,000"
Donkey Punch,,,,,,,,,,,"$750,000"
Dinosaur,,,,,,,,,,,"$127,500,000"
DOA: Dead or Alive,,,,,,,,,,,"$30,000,000"
Doogal,,,,,,,,,,,"$20,000,000"
Dogma,,,,,,,,,,,"$10,000,000"
Domestic Disturbance,,,,,,,,,,,"$53,000,000"
Domino,,,,,,,,,,,"$50,000,000"
Donnie Brasco,,,,,,,,,,,"$35,000,000"
Doom,,,,,,,,,,,"$70,000,000"
Doubt,,,,,,,,,,,"$20,000,000"
Doug's 1st Movie,,,,,,,,,,,"$5,000,000"
Downfall,,,,,,,,,,,"$13,500,000"
The Deep End,,,,,,,,,,,"$3,000,000"
Deep Impact,,,,,,,,,,,"$80,000,000"
The Departed,,,,,,,,,,,"$90,000,000"
Dracula 2000,,,,,,,,,,,"$28,000,000"
Death Race,,,,,,,,,,,"$65,000,000"
Drag Me To Hell,,,,,,,,,,,"$30,000,000"
"Crouching Tiger, Hidden Dragon",,,,,,,,,,,"$15,000,000"
Derailed,,,,,,,,,,,"$22,000,000"
Doctor Dolittle 2,,,,,,,,,,,"$72,000,000"
Doctor Dolittle,,,,,,,,,,,"$71,500,000"
Dickie Roberts: Former Child Star,,,,,,,,,,,"$17,000,000"
Drillbit Taylor,,,,,,,,,,,"$40,000,000"
Driving Lessons,,,,,,,,,,,"$4,700,000"
Driven,,,,,,,,,,,"$72,000,000"
Darkness,,,,,,,,,,,"$10,600,000"
I Dreamed of Africa,,,,,,,,,,,"$34,000,000"
Dreamcatcher,,,,,,,,,,,"$68,000,000"
Dreamgirls,,,,,,,,,,,"$75,000,000"
Detroit Rock City,,,,,,,,,,,"$16,000,000"
Drop Dead Gorgeous,,,,,,,,,,,"$10,000,000"
Drumline,,,,,,,,,,,"$20,000,000"
The Legend of Drunken Master,,,,,,,,,,,"$2,000,000"
Dinner Rush,,,,,,,,,,,"$2,000,000"
The Descent,,,,,,,,,,,"$7,000,000"
DysFunkTional Family,,,,,,,,,,,"$3,000,000"
The Master of Disguise,,,,,,,,,,,"$16,000,000"
Desert Blue,,,,,,,,,,,"$5,000,000"
Disturbia,,,,,,,,,,,"$20,000,000"
Double Take,,,,,,,,,,,"$24,000,000"
Deterrence,,,,,,,,,,,"$800,000"
Dirty Pretty Things,,,,,,,,,,,"$10,000,000"
Dudley Do-Right,,,,,,,,,,,"$22,000,000"
Duets,,,,,,,,,,,"$16,000,000"
The Dukes of Hazzard,,,,,,,,,,,"$53,000,000"
Duma,,,,,,,,,,,"$12,000,000"
Dumb and Dumberer: When Harry Met Lloyd,,,,,,,,,,,"$30,000,000"
Dungeons & Dragons 2: The Elemental Might,,,,,,,,,,,"$15,000,000"
Dungeons and Dragons,,,,,,,,,,,"$35,000,000"
Duplex,,,,,,,,,,,"$40,000,000"
"You, Me and Dupree",,,,,,,,,,,"$54,000,000"
Devil's Advocate,,,,,,,,,,,"$57,000,000"
The Da Vinci Code,,,,,,,,,,,"$125,000,000"
D-War,,,,,,,,,,,"$32,000,000"
Deuces Wild,,,,,,,,,,,"$10,000,000"
Down to Earth,,,,,,,,,,,"$30,000,000"
Down to You,,,,,,,,,,,"$9,000,000"
I'm Not There,,,,,,,,,,,"$20,000,000"
Easy A,,,,,,,,,,,"$8,000,000"
The Eclipse,,,,,,,,,,,"$3,000,000"
Edge of Darkness,,,,,,,,,,,"$60,000,000"
EDtv,,,,,,,,,,,"$60,000,000"
An Education,,,,,,,,,,,"$7,500,000"
East is East,,,,,,,,,,,"$3,000,000"
8 Heads in a Duffel Bag,,,,,,,,,,,"$3,000,000"
Eagle Eye,,,,,,,,,,,"$80,000,000"
8MM,,,,,,,,,,,"$40,000,000"
Iris,,,,,,,,,,,"$5,500,000"
Election,,,,,,,,,,,"$8,500,000"
Elektra,,,,,,,,,,,"$65,000,000"
Elf,,,,,,,,,,,"$32,000,000"
Elizabeth,,,,,,,,,,,"$25,000,000"
Ella Enchanted,,,,,,,,,,,"$35,000,000"
Once Upon a Time in Mexico,,,,,,,,,,,"$29,000,000"
The Adventures of Elmo in Grouchland,,,,,,,,,,,"$17,000,000"
The Emperor's Club,,,,,,,,,,,"$12,500,000"
Empire,,,,,,,,,,,"$3,500,000"
La marche de l'empereur,,,,,,,,,,,"$3,400,000"
Employee of the Month,,,,,,,,,,,"$10,000,000"
The Emperor's New Groove,,,,,,,,,,,"$100,000,000"
Enchanted,,,,,,,,,,,"$85,000,000"
The End of the Affair,,,,,,,,,,,"$23,000,000"
End of Days,,,,,,,,,,,"$100,000,000"
End of the Spear,,,,,,,,,,,"$10,000,000"
Enemy at the Gates,,,,,,,,,,,"$85,000,000"
Enemy of the State,,,,,,,,,,,"$85,000,000"
Entrapment,,,,,,,,,,,"$66,000,000"
Enough,,,,,,,,,,,"$38,000,000"
Envy,,,,,,,,,,,"$20,000,000"
Epic Movie,,,,,,,,,,,"$20,000,000"
Eragon,,,,,,,,,,,"$100,000,000"
Erin Brockovich,,,,,,,,,,,"$50,000,000"
Elizabethtown,,,,,,,,,,,"$54,000,000"
Eat Pray Love,,,,,,,,,,,"$60,000,000"
Eternal Sunshine of the Spotless Mind,,,,,,,,,,,"$20,000,000"
Eulogy,,,,,,,,,,,"$10,000,000"
Eureka,,,,,,,,,,,"$2,000,000"
Eurotrip,,,,,,,,,,,"$25,000,000"
Eve's Bayou,,,,,,,,,,,"$5,000,000"
Event Horizon,,,,,,,,,,,"$60,000,000"
Ever After: A Cinderella Story,,,,,,,,,,,"$26,000,000"
Evita,,,,,,,,,,,"$55,000,000"
Evolution,,,,,,,,,,,"$80,000,000"
An Everlasting Piece,,,,,,,,,,,"$4,000,000"
Fong juk,,,,,,,,,,,"$4,500,000"
Exit Wounds,,,,,,,,,,,"$33,000,000"
The Exorcism of Emily Rose,,,,,,,,,,,"$18,000,000"
Exorcist: The Beginning,,,,,,,,,,,"$78,000,000"
The Express,,,,,,,,,,,"$37,500,000"
eXistenZ,,,,,,,,,,,"$20,700,000"
Extract,,,,,,,,,,,"$7,500,000"
Extreme Ops,,,,,,,,,,,"$40,000,000"
Eyes Wide Shut,,,,,,,,,,,"$65,000,000"
The Faculty,,,,,,,,,,,"$15,000,000"
Failure to Launch,,,,,,,,,,,"$50,000,000"
Keeping the Faith,,,,,,,,,,,"$29,000,000"
Fame,,,,,,,,,,,"$18,000,000"
The Family Stone,,,,,,,,,,,"$18,000,000"
Lisa Picard is Famous,,,,,,,,,,,"$1,000,000"
Fantasia 2000 (Theatrical Release),,,,,,,,,,,"$80,000,000"
Far From Heaven,,,,,,,,,,,"$13,500,000"
Fascination,,,,,,,,,,,"$5,000,000"
Father's Day,,,,,,,,,,,"$85,000,000"
Facing the Giants,,,,,,,,,,,"$100,000"
Face/Off,,,,,,,,,,,"$80,000,000"
Final Destination 2,,,,,,,,,,,"$26,000,000"
Final Destination 3,,,,,,,,,,,"$25,000,000"
The Final Destination,,,,,,,,,,,"$40,000,000"
FearDotCom,,,,,,,,,,,"$40,000,000"
Fear and Loathing in Las Vegas,,,,,,,,,,,"$18,500,000"
Feast,,,,,,,,,,,"$3,200,000"
The Fifth Element,,,,,,,,,,,"$95,000,000"
Femme Fatale,,,,,,,,,,,"$35,000,000"
Bring it On,,,,,,,,,,,"$10,000,000"
Fantastic Four,,,,,,,,,,,"$87,500,000"
54,,,,,,,,,,,"$13,000,000"
2 Fast 2 Furious,,,,,,,,,,,"$76,000,000"
The Fast and the Furious,,,,,,,,,,,"$38,000,000"
Fool's Gold,,,,,,,,,,,"$72,500,000"
Fahrenheit 9/11,,,,,,,,,,,"$6,000,000"
Capitalism: A Love Story,,,,,,,,,,,"$20,000,000"
From Hell,,,,,,,,,,,"$35,000,000"
Fido,,,,,,,,,,,"$8,000,000"
Fight Club,,,,,,,,,,,"$65,000,000"
Final Fantasy: The Spirits Within,,,,,,,,,,,"$137,000,000"
Finding Forrester,,,,,,,,,,,"$43,000,000"
Freddy Got Fingered,,,,,,,,,,,"$15,000,000"
Firestorm,,,,,,,,,,,"$19,000,000"
Fish Tank,,,,,,,,,,,"$3,000,000"
Felicia's Journey,,,,,,,,,,,"$15,000,000"
From Justin to Kelly,,,,,,,,,,,"$12,000,000"
Final Destination,,,,,,,,,,,"$23,000,000"
Flags of Our Fathers,,,,,,,,,,,"$53,000,000"
Flawless,,,,,,,,,,,"$27,000,000"
Flammen og Citronen,,,,,,,,,,,"$9,000,000"
Flicka,,,,,,,,,,,"$15,000,000"
Flight of the Phoenix,,,,,,,,,,,"$75,000,000"
United 93,,,,,,,,,,,"$18,000,000"
Flubber,,,,,,,,,,,"$80,000,000"
Flushed Away,,,,,,,,,,,"$149,000,000"
Flyboys,,,,,,,,,,,"$60,000,000"
Fly Me To the Moon,,,,,,,,,,,"$25,000,000"
Find Me Guilty,,,,,,,,,,,"$13,000,000"
The Family Man,,,,,,,,,,,"$60,000,000"
Friends with Money,,,,,,,,,,,"$6,500,000"
Finishing the Game,,,,,,,,,,,"$500,000"
Foodfight!,,,,,,,,,,,"$65,000,000"
Formula 51,,,,,,,,,,,"$27,000,000"
The Fountain,,,,,,,,,,,"$35,000,000"
Fantastic Four: Rise of the Silver Surfer,,,,,,,,,,,"$120,000,000"
Farce of the Penguins,,,,,,,,,,,"$5,000,000"
Flightplan,,,,,,,,,,,"$55,000,000"
Frailty,,,,,,,,,,,"$11,000,000"
The Forbidden Kingdom,,,,,,,,,,,"$55,000,000"
Freedom Writers,,,,,,,,,,,"$21,000,000"
Next Friday,,,,,,,,,,,"$9,500,000"
Freaky Friday,,,,,,,,,,,"$26,000,000"
Frequency,,,,,,,,,,,"$31,000,000"
Serenity,,,,,,,,,,,"$39,000,000"
The Forgotton,,,,,,,,,,,"$50,000,000"
Jason X,,,,,,,,,,,"$14,000,000"
Friday After Next,,,,,,,,,,,"$10,000,000"
Frida,,,,,,,,,,,"$12,000,000"
Friday Night Lights,,,,,,,,,,,"$30,000,000"
Frozen River,,,,,,,,,,,"$1,000,000"
The Princess and the Frog,,,,,,,,,,,"$105,000,000"
Full Frontal,,,,,,,,,,,"$2,000,000"
Fireproof,,,,,,,,,,,"$500,000"
The Forsaken,,,,,,,,,,,"$5,000,000"
Frost/Nixon,,,,,,,,,,,"$29,000,000"
Factory Girl,,,,,,,,,,,"$7,000,000"
Fateless,,,,,,,,,,,"$12,000,000"
The Full Monty,,,,,,,,,,,"$3,500,000"
Fun With Dick And Jane,,,,,,,,,,,"$140,000,000"
Funny People,,,,,,,,,,,"$70,000,000"
Fur,,,,,,,,,,,"$16,800,000"
Furry Vengeance,,,,,,,,,,,"$35,000,000"
Fever Pitch,,,,,,,,,,,"$40,000,000"
For Your Consideration,,,,,,,,,,,"$12,000,000"
The Game,,,,,,,,,,,"$50,000,000"
Gangs of New York,,,,,,,,,,,"$97,000,000"
Garfield,,,,,,,,,,,"$50,000,000"
Georgia Rule,,,,,,,,,,,"$20,000,000"
Gattaca,,,,,,,,,,,"$36,000,000"
"Gone, Baby, Gone",,,,,,,,,,,"$19,000,000"
"Goodbye, Lenin!",,,,,,,,,,,"$6,400,000"
Good Boy!,,,,,,,,,,,"$17,000,000"
Gods and Generals,,,,,,,,,,,"$55,000,000"
The Good German,,,,,,,,,,,"$32,000,000"
Gods and Monsters,,,,,,,,,,,"$3,500,000"
The Good Night,,,,,,,,,,,"$15,000,000"
The Good Thief,,,,,,,,,,,"$30,000,000"
George and the Dragon,,,,,,,,,,,"$32,000,000"
Gerry,,,,,,,,,,,"$7,000,000"
G-Force,,,,,,,,,,,"$82,500,000"
Gridiron Gang,,,,,,,,,,,"$30,000,000"
The Good Girl,,,,,,,,,,,"$8,000,000"
Ghost Ship,,,,,,,,,,,"$20,000,000"
Ghosts of Mississippi,,,,,,,,,,,"$36,000,000"
The Glass House,,,,,,,,,,,"$22,000,000"
Ghost Rider,,,,,,,,,,,"$120,000,000"
Ghost Town,,,,,,,,,,,"$20,000,000"
The Gift,,,,,,,,,,,"$10,000,000"
Gigli,,,,,,,,,,,"$54,000,000"
G.I.Jane,,,,,,,,,,,"$50,000,000"
G.I. Joe: The Rise of Cobra,,,,,,,,,,,"$175,000,000"
"Girl, Interrupted",,,,,,,,,,,"$24,000,000"
Gladiator,,,,,,,,,,,"$103,000,000"
Glitter,,,,,,,,,,,"$8,500,000"
Gloria,,,,,,,,,,,"$30,000,000"
Good Luck Chuck,,,,,,,,,,,"$25,000,000"
John Carpenter's Ghosts of Mars,,,,,,,,,,,"$28,000,000"
The Green Mile,,,,,,,,,,,"$60,000,000"
The Game of Their Lives,,,,,,,,,,,"$20,000,000"
"Gandhi, My Father",,,,,,,,,,,"$5,000,000"
Good Night and Good Luck,,,,,,,,,,,"$7,000,000"
The General's Daughter,,,,,,,,,,,"$60,000,000"
Gun Shy,,,,,,,,,,,"$10,000,000"
Go!,,,,,,,,,,,"$6,500,000"
Goal!,,,,,,,,,,,"$33,000,000"
Godzilla 2000,,,,,,,,,,,"$1,000,000"
Godsend,,,,,,,,,,,"$30,000,000"
Godzilla,,,,,,,,,,,"$125,000,000"
Smiling Fish and Goat on Fire,,,,,,,,,,,"$40,000"
Gone in 60 Seconds,,,,,,,,,,,"$103,300,000"
Good,,,,,,,,,,,"$16,000,000"
Good Will Hunting,,,,,,,,,,,"$10,000,000"
Gosford Park,,,,,,,,,,,"$18,000,000"
Gossip,,,,,,,,,,,"$14,000,000"
The Game Plan,,,,,,,,,,,"$22,000,000"
Girl with a Pearl Earring,,,,,,,,,,,"$12,000,000"
Galaxy Quest,,,,,,,,,,,"$45,000,000"
Saving Grace,,,,,,,,,,,"$4,000,000"
Gracie,,,,,,,,,,,"$9,000,000"
The Great Raid,,,,,,,,,,,"$60,000,000"
The Grand,,,,,,,,,,,"$3,000,000"
The Constant Gardener,,,,,,,,,,,"$25,500,000"
Garden State,,,,,,,,,,,"$2,500,000"
Green Zone,,,,,,,,,,,"$100,000,000"
George Of The Jungle,,,,,,,,,,,"$55,000,000"
The Brothers Grimm,,,,,,,,,,,"$80,000,000"
The Girl Next Door,,,,,,,,,,,"$25,000,000"
How the Grinch Stole Christmas,,,,,,,,,,,"$123,000,000"
Grindhouse,,,,,,,,,,,"$53,000,000"
Get Rich or Die Tryin',,,,,,,,,,,"$40,000,000"
Wallace & Gromit: The Curse of the Were-Rabbit,,,,,,,,,,,"$30,000,000"
Groove,,,,,,,,,,,"$500,000"
Grosse Point Blank,,,,,,,,,,,"$15,000,000"
The Grudge 2,,,,,,,,,,,"$20,000,000"
The Grudge,,,,,,,,,,,"$10,000,000"
Grown Ups,,,,,,,,,,,"$75,000,000"
Ghost Dog: Way of the Samurai,,,,,,,,,,,"$2,000,000"
Guess Who,,,,,,,,,,,"$35,000,000"
Get Carter,,,,,,,,,,,"$40,000,000"
Get Over It,,,,,,,,,,,"$10,000,000"
Veronica Guerin,,,,,,,,,,,"$17,000,000"
The Guru,,,,,,,,,,,"$11,000,000"
A Guy Thing,,,,,,,,,,,"$20,000,000"
Ghost World,,,,,,,,,,,"$5,500,000"
Halloween 2,,,,,,,,,,,"$15,000,000"
Hairspray,,,,,,,,,,,"$75,000,000"
Half Baked,,,,,,,,,,,"$8,000,000"
Hamlet,,,,,,,,,,,"$18,000,000"
Hamlet,,,,,,,,,,,"$2,000,000"
Hannibal the Conqueror,,,,,,,,,,,"$50,000,000"
Hancock,,,,,,,,,,,"$150,000,000"
Happily N'Ever After,,,,,,,,,,,"$47,000,000"
The Happening,,,,,,,,,,,"$60,000,000"
"Happy, Texas",,,,,,,,,,,"$1,700,000"
Hard Candy,,,,,,,,,,,"$950,000"
Harsh Times,,,,,,,,,,,"$2,000,000"
Harvard Man,,,,,,,,,,,"$5,500,000"
Harry Brown,,,,,,,,,,,"$7,300,000"
The House Bunny,,,,,,,,,,,"$25,000,000"
The Devil's Rejects,,,,,,,,,,,"$7,000,000"
"House of 1,000 Corpses",,,,,,,,,,,"$7,000,000"
The House of the Dead,,,,,,,,,,,"$7,000,000"
Hidalgo,,,,,,,,,,,"$78,000,000"
Hide and Seek,,,,,,,,,,,"$25,000,000"
Hoodwinked,,,,,,,,,,,"$17,500,000"
How Do You Know?,,,,,,,,,,,"$90,000,000"
Head of State,,,,,,,,,,,"$35,200,000"
Hedwig and the Angry Inch,,,,,,,,,,,"$6,000,000"
Pooh's Heffalump Movie,,,,,,,,,,,"$20,000,000"
He Got Game,,,,,,,,,,,"$25,000,000"
Heist,,,,,,,,,,,"$35,000,000"
Hellboy 2: The Golden Army,,,,,,,,,,,"$82,500,000"
Hellboy,,,,,,,,,,,"$60,000,000"
Raising Helen,,,,,,,,,,,"$50,000,000"
A Home at the End of the World,,,,,,,,,,,"$6,500,000"
Jet Li's Hero,,,,,,,,,,,"$17,000,000"
Here on Earth,,,,,,,,,,,"$15,000,000"
House of Flying Daggers,,,,,,,,,,,"$12,000,000"
Head Over Heels,,,,,,,,,,,"$14,000,000"
The Haunting,,,,,,,,,,,"$80,000,000"
High Crimes,,,,,,,,,,,"$42,000,000"
High Fidelity,,,,,,,,,,,"$20,000,000"
Highlander: Endgame,,,,,,,,,,,"$15,000,000"
High Heels and Low Lifes,,,,,,,,,,,"$10,000,000"
High School Musical 3: Senior Year,,,,,,,,,,,"$11,000,000"
The History Boys,,,,,,,,,,,"$3,700,000"
A History of Violence,,,,,,,,,,,"$32,000,000"
Hitch,,,,,,,,,,,"$55,000,000"
Hitman,,,,,,,,,,,"$17,500,000"
Harold & Kumar Escape from Guantanamo Bay,,,,,,,,,,,"$12,000,000"
Harold & Kumar Go to White Castle,,,,,,,,,,,"$9,000,000"
Held Up,,,,,,,,,,,"$8,000,000"
The Hills Have Eyes II,,,,,,,,,,,"$15,000,000"
The Hills Have Eyes,,,,,,,,,,,"$17,000,000"
How to Lose Friends & Alienate People,,,,,,,,,,,"$28,000,000"
Half Past Dead,,,,,,,,,,,"$25,000,000"
Halloween: H2O,,,,,,,,,,,"$17,000,000"
Halloween: Resurrection,,,,,,,,,,,"$15,000,000"
Holy Man,,,,,,,,,,,"$60,000,000"
Milk,,,,,,,,,,,"$20,000,000"
Hamlet 2,,,,,,,,,,,"$9,000,000"
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,,,,,,,,,,,"$6,500,000"
Home on the Range,,,,,,,,,,,"$110,000,000"
Hannibal Rising,,,,,,,,,,,"$50,000,000"
The Hangover,,,,,,,,,,,"$35,000,000"
Hanging Up,,,,,,,,,,,"$40,000,000"
The Hoax,,,,,,,,,,,"$25,000,000"
Holes,,,,,,,,,,,"$20,000,000"
The Holiday,,,,,,,,,,,"$85,000,000"
Hollow Man,,,,,,,,,,,"$90,000,000"
Holy Girl,,,,,,,,,,,"$1,400,000"
Home Fries,,,,,,,,,,,"$15,000,000"
Honey,,,,,,,,,,,"$18,000,000"
The Honeymooners,,,,,,,,,,,"$27,000,000"
Hoot,,,,,,,,,,,"$15,000,000"
Hope Floats,,,,,,,,,,,"$30,000,000"
Horton Hears a Who,,,,,,,,,,,"$85,000,000"
Hostel: Part II,,,,,,,,,,,"$7,500,000"
Hostage,,,,,,,,,,,"$75,000,000"
Hostel,,,,,,,,,,,"$4,800,000"
Hot Rod,,,,,,,,,,,"$25,000,000"
The Hours,,,,,,,,,,,"$25,000,000"
Life as a House,,,,,,,,,,,"$18,000,000"
Bringing Down the House,,,,,,,,,,,"$20,000,000"
How to Deal,,,,,,,,,,,"$16,000,000"
How High,,,,,,,,,,,"$12,000,000"
Def Jam's How To Be a Player,,,,,,,,,,,"$12,000,000"
Harry Potter and the Chamber of Secrets,,,,,,,,,,,"$100,000,000"
Harry Potter and the Prisoner of Azkaban,,,,,,,,,,,"$130,000,000"
Harry Potter and the Goblet of Fire,,,,,,,,,,,"$150,000,000"
Harry Potter and the Order of the Phoenix,,,,,,,,,,,"$150,000,000"
Harry Potter and the Half-Blood Prince,,,,,,,,,,,"$250,000,000"
Harry Potter and the Sorcerer's Stone,,,,,,,,,,,"$125,000,000"
Happy Feet,,,,,,,,,,,"$85,000,000"
Hercules,,,,,,,,,,,"$70,000,000"
Hardball,,,,,,,,,,,"$21,000,000"
Hard Rain,,,,,,,,,,,"$70,000,000"
The Horse Whisperer,,,,,,,,,,,"$60,000,000"
The Heart of Me,,,,,,,,,,,"$7,000,000"
Casa de Areia,,,,,,,,,,,"$3,750,000"
Sorority Row,,,,,,,,,,,"$12,500,000"
Hart's War,,,,,,,,,,,"$70,000,000"
The Hitchhiker's Guide to the Galaxy,,,,,,,,,,,"$45,000,000"
High Tension,,,,,,,,,,,"$2,850,000"
Hot Fuzz,,,,,,,,,,,"$16,000,000"
Human Traffic,,,,,,,,,,,"$3,300,000"
How to Train Your Dragon,,,,,,,,,,,"$165,000,000"
I Heart Huckabees,,,,,,,,,,,"$22,000,000"
Hulk,,,,,,,,,,,"$137,000,000"
The Incredible Hulk,,,,,,,,,,,"$137,500,000"
The Hunchback of Notre Dame,,,,,,,,,,,"$100,000,000"
The Hunted,,,,,,,,,,,"$55,000,000"
Hurricane Streets,,,,,,,,,,,"$500,000"
The Hurt Locker,,,,,,,,,,,"$15,000,000"
Hustle & Flow,,,,,,,,,,,"$2,800,000"
Starsky & Hutch,,,,,,,,,,,"$60,000,000"
Hollywood Ending,,,,,,,,,,,"$16,000,000"
Hollywood Homicide,,,,,,,,,,,"$75,000,000"
Whatever it Takes,,,,,,,,,,,"$15,000,000"
Ice Age: The Meltdown,,,,,,,,,,,"$75,000,000"
Ice Age: Dawn of the Dinosaurs,,,,,,,,,,,"$90,000,000"
Ice Age,,,,,,,,,,,"$65,000,000"
Ice Princess,,,,,,,,,,,"$25,000,000"
The Ice Storm,,,,,,,,,,,"$18,000,000"
I Come with the Rain,,,,,,,,,,,"$18,000,000"
Identity,,,,,,,,,,,"$28,000,000"
An Ideal Husband,,,,,,,,,,,"$10,700,000"
Idlewild,,,,,,,,,,,"$15,000,000"
Igby Goes Down,,,,,,,,,,,"$9,000,000"
Igor,,,,,,,,,,,"$30,000,000"
I Got the Hook-Up!,,,,,,,,,,,"$3,500,000"
Idle Hands,,,,,,,,,,,"$15,000,000"
Imaginary Heroes,,,,,,,,,,,"$10,000,000"
I Still Know What You Did Last Summer,,,,,,,,,,,"$24,000,000"
I Know What You Did Last Summer,,,,,,,,,,,"$17,000,000"
"I Love You, Beth Cooper",,,,,,,,,,,"$18,000,000"
The Illusionist,,,,,,,,,,,"$16,500,000"
But I'm a Cheerleader,,,,,,,,,,,"$1,200,000"
The Imaginarium of Doctor Parnassus,,,,,,,,,,,"$30,000,000"
Imagine Me & You,,,,,,,,,,,"$7,900,000"
Imagine That,,,,,,,,,,,"$55,000,000"
Impostor,,,,,,,,,,,"$40,000,000"
Inception,,,,,,,,,,,"$160,000,000"
In the Cut,,,,,,,,,,,"$12,000,000"
In Too Deep,,,,,,,,,,,"$7,000,000"
IndigËnes,,,,,,,,,,,"$18,900,000"
Indiana Jones and the Kingdom of the Crystal Skull,,,,,,,,,,,"$185,000,000"
In Dreams,,,,,,,,,,,"$30,000,000"
Infamous,,,,,,,,,,,"$13,000,000"
The Informant,,,,,,,,,,,"$22,000,000"
The Informers,,,,,,,,,,,"$18,000,000"
Inkheart,,,,,,,,,,,"$60,000,000"
In & Out,,,,,,,,,,,"$35,000,000"
I Now Pronounce You Chuck and Larry,,,,,,,,,,,"$85,000,000"
Inside Man,,,,,,,,,,,"$50,000,000"
The Insider,,,,,,,,,,,"$68,000,000"
Insomnia,,,,,,,,,,,"$46,000,000"
Inspector Gadget,,,,,,,,,,,"$75,000,000"
Instinct,,,,,,,,,,,"$55,000,000"
The Invention of Lying,,,,,,,,,,,"$18,500,000"
The Invasion,,,,,,,,,,,"$80,000,000"
Ira and Abby,,,,,,,,,,,"$3,500,000"
"I, Robot",,,,,,,,,,,"$105,000,000"
The Iron Giant,,,,,,,,,,,"$50,000,000"
Obsluhoval jsem anglickÈho kr·le,,,,,,,,,,,"$4,900,000"
Isn't She Great,,,,,,,,,,,"$36,000,000"
I Spy,,,,,,,,,,,"$70,000,000"
The Italian Job,,,,,,,,,,,"$60,000,000"
I Think I Love My Wife,,,,,,,,,,,"$14,000,000"
Jack Frost,,,,,,,,,,,"$50,000,000"
Jackie Brown,,,,,,,,,,,"$12,000,000"
The Jackal,,,,,,,,,,,"$60,000,000"
The Jacket,,,,,,,,,,,"$28,500,000"
Jakob the Liar,,,,,,,,,,,"$15,000,000"
Jarhead,,,,,,,,,,,"$72,000,000"
